task_id,employee_id,department,task_category,priority,assigned_date,deadline,completion_date,completed,deadline_met,hours_estimated,hours_actual,efficiency_score,satisfaction_rating
TASK00687,EMP0144,Support,Testing,Medium,2025-05-11,2025-05-23,2025-05-24,True,False,38,60.9,79.3,1.0
TASK00688,EMP0050,Sales,Report,Medium,2025-10-14,2025-10-27,2025-10-25,True,True,12,14.4,99.6,3.0
TASK00689,EMP0112,HR,Client Call,Medium,2026-04-15,2026-04-28,,False,False,16,,,
TASK00690,EMP0028,Support,Bug Fix,Medium,2025-06-28,2025-07-05,2025-07-05,True,True,35,63.2,72.8,3.0
TASK00691,EMP0176,Support,Bug Fix,Critical,2026-03-20,2026-03-28,2026-03-31,True,False,35,53.4,81.8,1.0
TASK00692,EMP0042,Engineering,Meeting,Critical,2026-03-06,2026-03-17,2026-03-21,True,False,19,19.0,76.1,1.0
TASK00693,EMP0058,Engineering,Training,Low,2025-07-17,2025-07-27,2025-07-28,True,False,39,64.6,82.5,3.0
TASK00694,EMP0167,Engineering,Bug Fix,Medium,2025-12-16,2025-12-19,2025-12-17,True,True,2,3.5,95.7,4.0
TASK00695,EMP0183,Finance,Meeting,Low,2025-07-12,2025-07-14,2025-07-17,True,False,16,25.4,70.1,2.0
TASK00696,EMP0148,Finance,Feature Dev,Low,2026-02-02,2026-02-12,2026-02-13,True,False,40,58.3,78.5,1.0
TASK00697,EMP0110,Engineering,Meeting,High,2025-08-22,2025-08-25,2025-08-25,True,True,9,13.9,85.5,3.0
TASK00698,EMP0012,Finance,Testing,Medium,2025-08-18,2025-08-20,2025-08-22,True,False,29,44.6,91.0,3.0
TASK00699,EMP0128,Engineering,Bug Fix,Low,2026-02-04,2026-02-06,2026-02-05,True,True,26,28.2,70.5,3.0
TASK00700,EMP0109,Sales,Documentation,Critical,2025-10-07,2025-10-12,2025-10-11,True,True,33,65.0,80.2,5.0
TASK00701,EMP0140,Support,Documentation,Medium,2025-11-28,2025-12-09,2025-12-09,True,True,36,59.5,72.9,5.0
TASK00702,EMP0066,Engineering,Meeting,Medium,2026-04-03,2026-04-11,2026-04-10,True,True,4,2.4,80.1,4.0
TASK00703,EMP0090,Finance,Meeting,Low,2025-11-03,2025-11-11,2025-11-09,True,True,4,6.0,78.5,2.0
TASK00704,EMP0024,Marketing,Feature Dev,High,2025-06-20,2025-06-27,2025-07-02,True,False,32,36.9,63.9,5.0
TASK00705,EMP0111,Sales,Feature Dev,Low,2025-06-20,2025-06-27,,False,False,32,,,
TASK00706,EMP0197,Support,Feature Dev,Medium,2025-05-05,2025-05-11,2025-05-13,True,False,27,15.7,84.9,3.0
TASK00707,EMP0191,Support,Code Review,Medium,2025-08-07,2025-08-13,2025-08-18,True,False,20,29.4,91.9,5.0
TASK00708,EMP0031,Support,Testing,Low,2025-06-14,2025-06-21,2025-06-23,True,False,26,48.0,79.3,4.0
TASK00709,EMP0172,Finance,Bug Fix,Low,2025-04-24,2025-05-05,2025-05-06,True,False,10,5.5,84.2,5.0
TASK00710,EMP0181,Support,Report,Low,2025-12-30,2026-01-06,2026-01-08,True,False,33,42.9,82.3,1.0
TASK00711,EMP0009,HR,Training,Low,2025-07-07,2025-07-08,2025-07-08,True,True,27,18.3,63.5,4.0
TASK00712,EMP0042,Engineering,Documentation,Critical,2025-09-05,2025-09-19,,False,False,11,,,
TASK00713,EMP0099,Finance,Bug Fix,Critical,2025-05-26,2025-05-27,2025-06-01,True,False,3,3.6,81.2,2.0
TASK00714,EMP0147,HR,Feature Dev,High,2026-04-09,2026-04-12,2026-04-10,True,True,21,36.4,73.8,4.0
TASK00715,EMP0134,Sales,Documentation,Medium,2026-04-01,2026-04-15,2026-04-14,True,True,9,11.2,73.7,1.0
TASK00716,EMP0193,Marketing,Training,High,2025-07-23,2025-07-30,2025-08-03,True,False,22,15.0,82.9,2.0
TASK00717,EMP0142,Engineering,Feature Dev,Medium,2025-08-11,2025-08-24,2025-08-22,True,True,39,29.6,97.1,1.0
TASK00718,EMP0195,Finance,Documentation,Low,2025-11-25,2025-12-08,2025-12-11,True,False,37,27.7,80.3,5.0
TASK00719,EMP0039,Support,Report,Low,2025-10-21,2025-10-23,2025-10-27,True,False,12,6.3,75.8,1.0
TASK00720,EMP0136,Finance,Meeting,Low,2025-09-27,2025-09-30,,False,False,39,,,
TASK00721,EMP0069,Finance,Meeting,Medium,2025-10-13,2025-10-26,2025-10-31,True,False,10,8.1,83.1,5.0
TASK00722,EMP0098,Finance,Code Review,Medium,2026-03-06,2026-03-10,,False,False,4,,,
TASK00723,EMP0192,Marketing,Testing,High,2026-01-26,2026-02-05,,False,False,21,,,
TASK00724,EMP0199,Marketing,Testing,Medium,2026-03-08,2026-03-17,2026-03-16,True,True,35,68.8,68.0,5.0
TASK00725,EMP0047,Marketing,Feature Dev,Medium,2025-05-03,2025-05-11,2025-05-12,True,False,19,11.0,88.8,2.0
TASK00726,EMP0024,Marketing,Testing,Medium,2025-11-17,2025-11-25,2025-11-25,True,True,4,2.3,100.0,3.0
TASK00727,EMP0075,Engineering,Bug Fix,Low,2025-11-15,2025-11-20,2025-11-25,True,False,4,2.6,76.0,5.0
TASK00728,EMP0028,Support,Report,Low,2026-01-10,2026-01-23,2026-01-22,True,True,6,11.1,81.4,5.0
TASK00729,EMP0151,Engineering,Testing,Medium,2026-03-20,2026-03-27,2026-03-30,True,False,16,26.7,83.3,2.0
TASK00730,EMP0162,Sales,Feature Dev,Low,2026-01-21,2026-02-02,2026-02-03,True,False,26,47.8,78.8,4.0
TASK00731,EMP0029,HR,Documentation,Medium,2025-05-04,2025-05-05,,False,False,11,,,
TASK00732,EMP0185,Engineering,Documentation,Critical,2025-08-25,2025-09-02,2025-09-05,True,False,10,11.9,70.1,3.0
TASK00733,EMP0180,Sales,Code Review,Critical,2025-09-10,2025-09-14,2025-09-12,True,True,38,22.4,83.4,1.0
TASK00734,EMP0089,Engineering,Code Review,High,2025-05-19,2025-05-27,2025-05-30,True,False,16,29.3,56.2,5.0
TASK00735,EMP0161,Finance,Feature Dev,Critical,2025-11-06,2025-11-16,,False,False,16,,,
TASK00736,EMP0023,Finance,Report,Medium,2025-07-12,2025-07-21,2025-07-22,True,False,39,47.2,69.6,3.0
TASK00737,EMP0060,Finance,Documentation,Low,2026-03-13,2026-03-20,2026-03-21,True,False,17,16.8,87.5,5.0
TASK00738,EMP0105,Sales,Report,Critical,2026-02-04,2026-02-14,2026-02-18,True,False,4,2.2,78.0,5.0
TASK00739,EMP0194,Marketing,Feature Dev,Low,2025-06-22,2025-07-01,2025-06-30,True,True,30,37.3,61.4,5.0
TASK00740,EMP0066,Engineering,Documentation,High,2025-04-19,2025-05-01,2025-05-02,True,False,10,10.4,68.5,1.0
TASK00741,EMP0193,Marketing,Bug Fix,Low,2026-03-28,2026-04-08,2026-04-13,True,False,38,61.6,100.0,4.0
TASK00742,EMP0117,Finance,Testing,Medium,2025-11-27,2025-11-30,2025-12-04,True,False,13,21.9,76.0,4.0
TASK00743,EMP0180,Sales,Testing,High,2025-11-23,2025-11-24,2025-11-24,True,True,26,47.8,64.9,5.0
TASK00744,EMP0077,Engineering,Testing,Low,2025-04-17,2025-04-24,2025-04-25,True,False,7,10.0,68.3,1.0
TASK00745,EMP0197,Support,Report,Medium,2026-03-28,2026-04-08,2026-04-06,True,True,9,9.7,80.9,5.0
TASK00746,EMP0099,Finance,Documentation,Low,2025-05-24,2025-05-30,2025-05-29,True,True,37,57.9,66.1,2.0
TASK00747,EMP0074,HR,Documentation,Critical,2025-05-19,2025-05-23,2025-05-28,True,False,39,70.5,80.2,2.0
TASK00748,EMP0147,HR,Testing,Medium,2025-11-27,2025-12-02,2025-12-06,True,False,19,11.1,89.5,3.0
TASK00749,EMP0021,Support,Training,Medium,2025-06-04,2025-06-13,2025-06-12,True,True,32,50.1,84.0,3.0
TASK00750,EMP0107,Support,Report,Medium,2025-08-07,2025-08-13,2025-08-12,True,True,14,25.7,75.7,1.0
TASK00751,EMP0085,Engineering,Feature Dev,Low,2025-05-11,2025-05-14,2025-05-13,True,True,8,6.0,85.9,2.0
TASK00752,EMP0137,HR,Training,Medium,2026-01-05,2026-01-19,2026-01-17,True,True,20,22.5,79.2,2.0
TASK00753,EMP0016,Finance,Bug Fix,Medium,2026-02-19,2026-02-26,2026-02-24,True,True,20,15.7,64.8,2.0
TASK00754,EMP0030,Finance,Testing,High,2025-06-19,2025-06-28,2025-07-02,True,False,39,39.6,69.0,4.0
TASK00755,EMP0067,Sales,Code Review,Medium,2025-10-14,2025-10-26,2025-10-31,True,False,31,29.6,79.2,3.0
TASK00756,EMP0153,Support,Bug Fix,Low,2026-02-16,2026-02-21,2026-02-24,True,False,20,33.1,66.4,2.0
TASK00757,EMP0014,HR,Training,Medium,2026-03-27,2026-04-04,,False,False,12,,,
TASK00758,EMP0033,Finance,Bug Fix,Low,2025-04-16,2025-04-19,2025-04-19,True,True,12,10.3,93.1,3.0
TASK00759,EMP0001,Support,Bug Fix,Medium,2025-06-08,2025-06-16,2025-06-16,True,True,15,20.2,96.3,3.0
TASK00760,EMP0078,Engineering,Bug Fix,Critical,2025-12-17,2025-12-20,2025-12-20,True,True,36,34.3,67.5,4.0
TASK00761,EMP0120,Sales,Training,Critical,2025-11-19,2025-12-02,2025-12-07,True,False,22,16.1,81.0,5.0
TASK00762,EMP0053,Sales,Report,Medium,2025-11-03,2025-11-15,2025-11-17,True,False,38,57.0,83.7,3.0
TASK00763,EMP0056,Sales,Feature Dev,Medium,2026-03-08,2026-03-20,2026-03-18,True,True,10,15.2,87.0,3.0
TASK00764,EMP0133,Sales,Bug Fix,Low,2026-01-28,2026-02-07,2026-02-12,True,False,24,15.3,78.6,5.0
TASK00765,EMP0112,HR,Training,Medium,2025-10-30,2025-11-09,2025-11-11,True,False,14,7.5,89.1,4.0
TASK00766,EMP0003,Finance,Documentation,Medium,2025-11-14,2025-11-16,,False,False,27,,,
TASK00767,EMP0010,Finance,Client Call,Medium,2025-10-08,2025-10-18,2025-10-16,True,True,25,27.4,80.3,3.0
TASK00768,EMP0192,Marketing,Training,Medium,2025-10-23,2025-10-24,2025-10-27,True,False,21,41.3,74.5,1.0
TASK00769,EMP0151,Engineering,Client Call,Low,2025-12-01,2025-12-09,2025-12-13,True,False,30,28.0,80.7,4.0
TASK00770,EMP0081,Finance,Training,Low,2025-07-08,2025-07-18,2025-07-18,True,True,15,14.3,87.8,3.0
TASK00771,EMP0164,HR,Meeting,Low,2025-07-24,2025-08-03,2025-08-02,True,True,2,2.2,89.5,4.0
TASK00772,EMP0091,HR,Client Call,Low,2026-01-19,2026-01-27,2026-01-27,True,True,14,10.9,80.7,3.0
TASK00773,EMP0110,Engineering,Meeting,Medium,2025-07-04,2025-07-05,,False,False,21,,,
TASK00774,EMP0197,Support,Meeting,Medium,2025-05-01,2025-05-13,2025-05-11,True,True,2,1.5,83.8,4.0
TASK00775,EMP0200,Engineering,Code Review,Low,2025-07-19,2025-07-30,,False,False,28,,,
TASK00776,EMP0117,Finance,Report,Medium,2025-11-12,2025-11-24,2025-11-22,True,True,9,14.8,65.3,1.0
TASK00777,EMP0196,HR,Report,Medium,2025-08-23,2025-08-29,2025-09-02,True,False,18,26.0,70.3,1.0
TASK00778,EMP0104,Engineering,Code Review,Medium,2026-01-30,2026-02-11,2026-02-13,True,False,12,16.5,60.4,3.0
TASK00779,EMP0177,HR,Client Call,Medium,2025-05-28,2025-06-09,2025-06-09,True,True,5,4.5,56.4,3.0
TASK00780,EMP0060,Finance,Code Review,Low,2025-10-16,2025-10-21,2025-10-20,True,True,34,26.9,70.9,1.0
TASK00781,EMP0106,Engineering,Testing,Medium,2026-04-10,2026-04-13,2026-04-16,True,False,21,19.1,79.2,1.0
TASK00782,EMP0200,Engineering,Code Review,Medium,2025-05-01,2025-05-07,,False,False,2,,,
TASK00783,EMP0024,Marketing,Code Review,Medium,2026-01-06,2026-01-12,2026-01-16,True,False,23,43.3,85.4,1.0
TASK00784,EMP0189,Marketing,Training,Low,2025-05-14,2025-05-23,2025-05-24,True,False,37,52.5,89.9,5.0
TASK00785,EMP0110,Engineering,Feature Dev,High,2025-08-22,2025-09-03,2025-09-02,True,True,28,33.3,100.0,1.0
TASK00786,EMP0033,Finance,Report,High,2025-12-20,2025-12-21,2025-12-23,True,False,25,17.7,84.9,5.0
TASK00787,EMP0135,Sales,Feature Dev,Medium,2025-07-14,2025-07-20,2025-07-22,True,False,3,4.9,77.6,2.0
TASK00788,EMP0015,HR,Code Review,Low,2025-11-11,2025-11-23,2025-11-24,True,False,21,14.4,76.7,1.0
TASK00789,EMP0061,Engineering,Client Call,Medium,2026-04-12,2026-04-25,2026-04-24,True,True,3,5.0,83.9,1.0
TASK00790,EMP0158,Sales,Meeting,Low,2025-06-28,2025-06-29,2025-06-29,True,True,32,21.7,84.2,1.0
TASK00791,EMP0055,Marketing,Documentation,Low,2025-09-26,2025-10-07,2025-10-06,True,True,9,16.9,84.0,5.0
TASK00792,EMP0045,Finance,Meeting,Critical,2025-09-11,2025-09-14,2025-09-12,True,True,7,5.0,63.4,5.0
TASK00793,EMP0110,Engineering,Training,Medium,2025-05-04,2025-05-07,,False,False,17,,,
TASK00794,EMP0138,Support,Documentation,Medium,2025-08-08,2025-08-10,2025-08-09,True,True,35,28.9,65.8,3.0
TASK00795,EMP0002,Sales,Report,Low,2026-04-05,2026-04-18,2026-04-17,True,True,15,28.2,70.8,3.0
TASK00796,EMP0054,Engineering,Client Call,Medium,2025-08-22,2025-08-25,2025-08-24,True,True,13,22.8,71.4,4.0
TASK00797,EMP0139,Finance,Training,Low,2025-09-19,2025-09-23,2025-09-26,True,False,9,10.8,86.1,2.0
TASK00798,EMP0018,Support,Feature Dev,Medium,2025-08-24,2025-08-30,2025-08-28,True,True,7,6.9,75.1,4.0
TASK00799,EMP0178,Support,Meeting,Low,2025-09-21,2025-10-01,2025-10-06,True,False,16,21.3,86.8,4.0
TASK00800,EMP0075,Engineering,Testing,Low,2025-08-18,2025-08-20,,False,False,32,,,
TASK00801,EMP0023,Finance,Feature Dev,Low,2026-03-25,2026-04-05,2026-04-04,True,True,27,31.2,78.3,1.0
TASK00802,EMP0040,Engineering,Documentation,Low,2025-08-10,2025-08-17,2025-08-16,True,True,12,7.2,78.1,3.0
TASK00803,EMP0103,HR,Documentation,Low,2025-07-27,2025-08-10,,False,False,9,,,
TASK00804,EMP0034,HR,Client Call,High,2025-12-10,2025-12-22,2025-12-24,True,False,27,27.9,81.5,4.0
TASK00805,EMP0027,HR,Report,Medium,2025-12-31,2026-01-03,2026-01-02,True,True,9,7.9,93.0,2.0
TASK00806,EMP0151,Engineering,Bug Fix,Medium,2025-06-21,2025-06-24,2025-06-22,True,True,6,7.5,57.4,2.0
TASK00807,EMP0169,HR,Training,Medium,2025-05-03,2025-05-14,2025-05-16,True,False,8,13.1,59.8,4.0
TASK00808,EMP0128,Engineering,Training,High,2025-12-04,2025-12-08,2025-12-13,True,False,33,41.5,59.4,3.0
TASK00809,EMP0086,HR,Feature Dev,High,2025-07-23,2025-08-01,2025-07-30,True,True,29,52.8,64.5,4.0
TASK00810,EMP0009,HR,Training,Medium,2026-02-05,2026-02-19,2026-02-24,True,False,4,2.2,81.7,3.0
TASK00811,EMP0076,Sales,Report,High,2026-02-22,2026-02-25,2026-02-25,True,True,21,33.0,86.2,1.0
TASK00812,EMP0145,Finance,Code Review,Medium,2025-05-31,2025-06-08,2025-06-13,True,False,32,43.0,76.5,5.0
TASK00813,EMP0194,Marketing,Meeting,Low,2025-05-02,2025-05-07,2025-05-11,True,False,24,39.6,79.4,3.0
TASK00814,EMP0028,Support,Bug Fix,Low,2026-04-11,2026-04-21,2026-04-24,True,False,24,41.1,74.4,3.0
TASK00815,EMP0102,Finance,Documentation,Medium,2025-06-25,2025-07-02,2025-07-05,True,False,28,28.8,77.0,2.0
TASK00816,EMP0013,HR,Code Review,Low,2025-10-01,2025-10-06,2025-10-05,True,True,21,14.1,91.8,1.0
TASK00817,EMP0040,Engineering,Client Call,Medium,2025-07-07,2025-07-08,2025-07-12,True,False,38,48.3,90.1,3.0
TASK00818,EMP0025,Support,Testing,Low,2026-03-28,2026-04-05,2026-04-08,True,False,26,35.2,87.7,5.0
TASK00819,EMP0104,Engineering,Testing,Low,2025-08-09,2025-08-17,2025-08-18,True,False,23,28.6,65.8,2.0
TASK00820,EMP0092,Finance,Report,Medium,2025-06-24,2025-06-30,,False,False,14,,,
TASK00821,EMP0107,Support,Meeting,Medium,2025-07-14,2025-07-27,2025-07-28,True,False,20,18.0,80.5,5.0
TASK00822,EMP0094,Finance,Testing,Medium,2025-07-28,2025-08-01,2025-07-31,True,True,39,25.0,89.7,3.0
TASK00823,EMP0118,Support,Feature Dev,Low,2026-02-16,2026-03-01,2026-03-05,True,False,15,15.3,89.3,3.0
TASK00824,EMP0092,Finance,Meeting,Medium,2026-02-03,2026-02-08,2026-02-11,True,False,14,15.7,89.2,5.0
TASK00825,EMP0075,Engineering,Training,Medium,2025-05-02,2025-05-13,2025-05-13,True,True,3,4.3,79.3,2.0
TASK00826,EMP0147,HR,Training,Medium,2025-12-31,2026-01-04,2026-01-09,True,False,19,36.2,88.9,5.0
TASK00827,EMP0067,Sales,Training,High,2025-06-18,2025-06-25,,False,False,5,,,
TASK00828,EMP0182,Marketing,Client Call,Low,2026-03-03,2026-03-11,2026-03-11,True,True,21,37.1,65.8,3.0
TASK00829,EMP0135,Sales,Code Review,High,2025-10-14,2025-10-16,2025-10-20,True,False,19,33.0,91.4,3.0
TASK00830,EMP0128,Engineering,Documentation,Medium,2026-01-19,2026-01-23,2026-01-22,True,True,11,8.7,76.7,3.0
TASK00831,EMP0145,Finance,Bug Fix,Medium,2025-09-16,2025-09-25,,False,False,29,,,
TASK00832,EMP0051,Finance,Code Review,Low,2025-12-16,2025-12-21,2025-12-23,True,False,19,28.3,90.7,1.0
TASK00833,EMP0199,Marketing,Meeting,Critical,2025-11-12,2025-11-20,2025-11-18,True,True,7,6.8,89.6,1.0
TASK00834,EMP0065,HR,Client Call,Critical,2026-03-31,2026-04-07,,False,False,7,,,
TASK00835,EMP0016,Finance,Training,Critical,2026-03-15,2026-03-27,2026-03-28,True,False,9,12.2,60.9,1.0
TASK00836,EMP0117,Finance,Documentation,Medium,2026-01-16,2026-01-30,2026-02-01,True,False,33,60.3,70.7,5.0
TASK00837,EMP0047,Marketing,Documentation,Low,2025-07-09,2025-07-22,2025-07-26,True,False,17,32.4,62.4,2.0
TASK00838,EMP0047,Marketing,Client Call,Low,2025-09-04,2025-09-08,,False,False,30,,,
TASK00839,EMP0089,Engineering,Client Call,Low,2026-04-15,2026-04-25,2026-04-28,True,False,9,8.8,66.7,4.0
TASK00840,EMP0023,Finance,Testing,Medium,2025-09-24,2025-09-29,2025-09-29,True,True,25,30.3,59.7,3.0
TASK00841,EMP0079,Sales,Client Call,Low,2026-04-06,2026-04-16,2026-04-14,True,True,17,15.0,83.2,3.0
TASK00842,EMP0045,Finance,Report,Medium,2025-10-19,2025-10-31,2025-10-30,True,True,36,64.8,65.7,4.0
TASK00843,EMP0075,Engineering,Meeting,Low,2025-10-26,2025-11-02,,False,False,18,,,
TASK00844,EMP0002,Sales,Code Review,Low,2025-08-15,2025-08-29,2025-08-31,True,False,15,26.8,79.6,4.0
TASK00845,EMP0169,HR,Feature Dev,Medium,2026-03-09,2026-03-22,2026-03-26,True,False,4,3.6,87.8,4.0
TASK00846,EMP0159,Support,Client Call,Medium,2025-05-30,2025-06-06,,False,False,23,,,
TASK00847,EMP0038,Finance,Testing,High,2026-03-27,2026-04-10,2026-04-10,True,True,18,22.7,66.5,4.0
TASK00848,EMP0006,Marketing,Bug Fix,Medium,2025-09-02,2025-09-16,2025-09-19,True,False,31,47.8,71.8,2.0
TASK00849,EMP0184,Engineering,Meeting,Medium,2025-12-08,2025-12-21,2025-12-19,True,True,27,21.6,67.4,3.0
TASK00850,EMP0065,HR,Testing,Medium,2025-05-25,2025-05-27,2025-05-27,True,True,40,61.1,80.5,4.0
TASK00851,EMP0013,HR,Meeting,Medium,2025-08-13,2025-08-25,2025-08-25,True,True,39,67.9,78.3,2.0
TASK00852,EMP0187,Sales,Bug Fix,Low,2026-03-06,2026-03-12,2026-03-16,True,False,38,31.8,94.0,5.0
TASK00853,EMP0031,Support,Code Review,Medium,2026-01-16,2026-01-27,2026-01-26,True,True,31,24.7,77.9,1.0
TASK00854,EMP0067,Sales,Code Review,Medium,2025-07-03,2025-07-10,2025-07-10,True,True,7,13.6,99.4,5.0
TASK00855,EMP0006,Marketing,Documentation,Low,2025-12-03,2025-12-15,2025-12-20,True,False,33,22.4,77.3,2.0
TASK00856,EMP0141,Finance,Client Call,Critical,2025-11-26,2025-12-10,2025-12-12,True,False,33,35.4,77.7,2.0
TASK00857,EMP0082,Sales,Code Review,Medium,2025-07-29,2025-08-12,2025-08-13,True,False,28,21.6,81.5,1.0
TASK00858,EMP0076,Sales,Report,Low,2025-05-07,2025-05-12,2025-05-17,True,False,17,17.9,72.6,1.0
TASK00859,EMP0021,Support,Client Call,Low,2025-12-14,2025-12-17,2025-12-21,True,False,15,23.6,72.6,5.0
TASK00860,EMP0135,Sales,Report,Low,2025-07-12,2025-07-14,2025-07-13,True,True,23,43.6,82.3,3.0
TASK00861,EMP0093,HR,Bug Fix,Critical,2025-08-22,2025-09-02,,False,False,40,,,
TASK00862,EMP0004,Sales,Code Review,Low,2026-02-07,2026-02-16,2026-02-18,True,False,27,40.7,86.1,5.0
TASK00863,EMP0147,HR,Code Review,Low,2026-01-12,2026-01-15,2026-01-20,True,False,23,41.8,66.6,1.0
TASK00864,EMP0175,Finance,Code Review,Medium,2025-12-10,2025-12-19,2025-12-21,True,False,9,8.7,98.1,4.0
TASK00865,EMP0048,Engineering,Meeting,High,2025-07-18,2025-08-01,2025-08-04,True,False,29,26.8,74.0,5.0
TASK00866,EMP0066,Engineering,Report,High,2025-08-20,2025-08-25,2025-08-29,True,False,12,11.7,80.6,2.0
TASK00867,EMP0098,Finance,Bug Fix,Medium,2026-01-14,2026-01-25,2026-01-30,True,False,5,3.9,93.3,2.0
TASK00868,EMP0043,Engineering,Report,Low,2025-06-29,2025-07-07,2025-07-12,True,False,29,19.5,82.4,1.0
TASK00869,EMP0147,HR,Code Review,Medium,2025-12-17,2025-12-29,2026-01-03,True,False,33,22.1,64.6,1.0
TASK00870,EMP0077,Engineering,Code Review,Medium,2025-11-21,2025-11-25,,False,False,13,,,
TASK00871,EMP0137,HR,Bug Fix,High,2025-11-13,2025-11-27,2025-11-28,True,False,39,77.9,75.5,5.0
TASK00872,EMP0151,Engineering,Feature Dev,High,2025-10-09,2025-10-12,2025-10-11,True,True,17,28.1,71.2,3.0
TASK00873,EMP0049,Sales,Client Call,Low,2026-03-01,2026-03-12,,False,False,9,,,
TASK00874,EMP0124,Engineering,Bug Fix,Medium,2025-09-27,2025-09-29,,False,False,11,,,
TASK00875,EMP0187,Sales,Meeting,Low,2025-12-12,2025-12-26,2025-12-31,True,False,31,44.7,74.5,5.0
TASK00876,EMP0065,HR,Testing,Medium,2025-09-03,2025-09-09,,False,False,30,,,
TASK00877,EMP0042,Engineering,Code Review,Critical,2025-05-05,2025-05-17,,False,False,38,,,
TASK00878,EMP0158,Sales,Feature Dev,Low,2026-03-16,2026-03-17,2026-03-19,True,False,22,37.3,94.4,5.0
TASK00879,EMP0103,HR,Client Call,Critical,2025-06-19,2025-06-26,2025-06-28,True,False,13,11.2,78.4,1.0
TASK00880,EMP0092,Finance,Code Review,Low,2025-05-18,2025-05-22,2025-05-26,True,False,20,29.4,77.7,1.0
TASK00881,EMP0057,Support,Feature Dev,Low,2026-03-07,2026-03-20,2026-03-22,True,False,40,27.9,81.2,3.0
TASK00882,EMP0098,Finance,Client Call,Medium,2025-10-20,2025-10-28,2025-11-01,True,False,32,28.9,75.3,1.0
TASK00883,EMP0095,Marketing,Feature Dev,High,2025-05-26,2025-06-08,2025-06-08,True,True,29,41.9,77.8,1.0
TASK00884,EMP0093,HR,Training,Medium,2026-02-26,2026-03-06,2026-03-06,True,True,33,42.6,88.8,1.0
TASK00885,EMP0024,Marketing,Code Review,Low,2025-07-05,2025-07-12,2025-07-17,True,False,21,15.2,65.7,3.0
TASK00886,EMP0017,Marketing,Bug Fix,High,2025-12-17,2025-12-26,2025-12-24,True,True,37,22.7,82.0,5.0
TASK00887,EMP0021,Support,Testing,Low,2025-10-30,2025-11-06,2025-11-11,True,False,38,65.3,78.6,3.0
TASK00888,EMP0115,Marketing,Code Review,Medium,2025-10-17,2025-10-30,2025-10-29,True,True,31,23.8,82.7,4.0
TASK00889,EMP0185,Engineering,Testing,Low,2025-11-30,2025-12-07,,False,False,21,,,
TASK00890,EMP0131,Support,Code Review,Medium,2025-05-06,2025-05-14,2025-05-19,True,False,18,18.2,78.7,2.0
TASK00891,EMP0040,Engineering,Feature Dev,Low,2025-05-06,2025-05-18,,False,False,18,,,
TASK00892,EMP0083,Support,Report,Medium,2025-04-16,2025-04-17,2025-04-17,True,True,2,1.5,92.5,4.0
TASK00893,EMP0118,Support,Testing,Medium,2025-05-08,2025-05-22,2025-05-27,True,False,21,30.0,95.5,4.0
TASK00894,EMP0068,HR,Bug Fix,High,2026-02-01,2026-02-03,2026-02-02,True,True,14,9.4,82.0,2.0
TASK00895,EMP0168,Support,Training,High,2025-04-27,2025-05-01,2025-05-01,True,True,17,19.6,100.0,2.0
TASK00896,EMP0023,Finance,Code Review,Low,2025-11-03,2025-11-16,2025-11-21,True,False,29,15.4,74.4,2.0
TASK00897,EMP0171,Finance,Bug Fix,High,2026-03-05,2026-03-13,,False,False,32,,,
TASK00898,EMP0081,Finance,Client Call,High,2025-05-04,2025-05-14,2025-05-16,True,False,38,66.3,71.1,1.0
TASK00899,EMP0040,Engineering,Training,Medium,2025-11-04,2025-11-06,2025-11-10,True,False,28,49.6,88.7,3.0
TASK00900,EMP0173,Finance,Training,Low,2025-05-30,2025-06-06,2025-06-11,True,False,16,25.1,78.9,1.0
TASK00901,EMP0157,HR,Feature Dev,Medium,2025-11-14,2025-11-20,2025-11-22,True,False,28,51.3,74.0,4.0
TASK00902,EMP0105,Sales,Documentation,Medium,2025-06-24,2025-07-05,2025-07-09,True,False,3,2.2,84.2,4.0
TASK00903,EMP0156,HR,Report,Medium,2025-12-16,2025-12-20,2025-12-23,True,False,40,71.2,87.5,2.0
TASK00904,EMP0170,Marketing,Code Review,High,2025-07-01,2025-07-13,2025-07-17,True,False,25,42.3,97.0,5.0
TASK00905,EMP0013,HR,Code Review,Low,2025-06-07,2025-06-19,2025-06-24,True,False,10,7.6,100.0,5.0
TASK00906,EMP0095,Marketing,Training,Medium,2025-11-02,2025-11-15,2025-11-20,True,False,21,17.9,82.0,1.0
TASK00907,EMP0146,Support,Code Review,Critical,2025-11-25,2025-12-01,,False,False,24,,,
TASK00908,EMP0189,Marketing,Feature Dev,Low,2025-04-24,2025-05-08,,False,False,4,,,
TASK00909,EMP0155,Support,Meeting,Medium,2025-11-02,2025-11-04,2025-11-03,True,True,37,30.9,83.0,3.0
TASK00910,EMP0118,Support,Training,High,2025-05-24,2025-06-06,2025-06-08,True,False,11,19.6,87.7,5.0
TASK00911,EMP0110,Engineering,Feature Dev,Medium,2026-02-18,2026-03-02,2026-03-07,True,False,31,60.3,77.3,1.0
TASK00912,EMP0133,Sales,Feature Dev,High,2025-08-11,2025-08-21,2025-08-20,True,True,37,20.8,93.2,2.0
